Temperature,Humidity,WindSpeed,RuralAQI,Day,Month
33.63472813972789,48.37744826495837,0.9517222233387335,204.5,1,1
22.08854154989727,48.69752033157713,0.9180267970473923,60.9,1,1
23.557062154902646,30.41705775032563,2.481795065456354,486.5,1,1
23.75004853744857,66.78509044147654,2.7853736608003468,174.4,1,1
27.250591834502785,87.1425120426114,1.6282119448223096,489.7,1,1
32.29527907907325,54.31725686167195,2.81627176510663,238.5,2,1
29.283649215041322,88.91148778642551,3.3646355409959434,254.9,2,1
24.944299644812556,63.747909844840756,2.436770124318933,171.7,2,1
20.193404284707317,79.83664971631056,1.9147003913208065,139.8,2,1
36.04370160062297,46.83611887429858,1.7105086179131175,243.3,2,1
39.351888229532065,68.9335071082638,1.188292905163539,77.6,3,1
26.642169068740035,80.50311619464355,1.4903914510476501,37.9,3,1
23.07957278845761,51.26679510058779,2.0178628335216535,394.8,3,1
36.025711571049484,79.79472651240954,3.8318463995976115,491.8,3,1
22.971343207631993,53.903173421898686,0.8349973603783736,148.5,3,1
33.971091187719175,61.49269852863641,1.8496668362784725,85.4,4,1
37.37090951619583,59.297831610424424,0.8632349259956177,78.5,4,1
28.72024197854308,68.52028740940946,2.35854426431736,286.1,4,1
27.08922776537181,36.58854698147713,2.7196887466807436,119.5,4,1
34.22064056162644,52.80715780681879,0.6721443447720193,423.3,4,1
37.87613425505914,30.407917191419077,1.7517629406599926,396.8,5,1
28.161627354669925,57.238192033409135,2.8882685726669646,30.7,5,1
35.85916216352087,81.31606950337397,3.50731254405895,108.8,5,1
39.736957512790525,84.63262811592084,1.3945588335273449,473.1,5,1
21.390725225542006,79.78637936203499,3.910361462958001,119.5,5,1
25.484211565795817,75.60235416419656,2.119654311687186,360.3,6,1
20.452066552030097,63.8440840189522,1.2979898885016188,496.9,6,1
33.004390904215114,67.37228285448316,0.7956385215259569,387.9,6,1
36.909879644137426,53.000244429635224,1.9837846894603226,15.0,6,1
21.297635353655668,59.85330251317429,1.137793777181061,120.7,6,1
35.82380934952679,89.54090765079783,1.5528543280710088,370.3,7,1
38.270553109476026,87.55684664587466,1.1674614881840895,337.9,7,1
38.18166565319066,30.92585501607591,2.2259525083018934,0.7,7,1
26.313094635008483,57.1904066448595,0.7657652042655133,493.6,7,1
30.192678738294738,50.616901539744724,3.032956089653638,421.8,7,1
38.953418853141294,87.09843345251664,0.5155078194136749,230.7,8,1
36.7513416509253,66.96443023493683,1.3694449844198946,106.1,8,1
35.36071240432638,61.20942238666216,1.6071109996492596,478.4,8,1
37.05985324625489,88.1162663430683,1.6157009335728505,82.2,8,1
35.33211964319118,74.42349586299306,2.9301646680559483,487.3,8,1
27.736276143736465,88.22793709194428,3.0337404674599577,53.6,9,1
37.008115306949406,49.411076185196826,1.1233266623935543,278.9,9,1
25.96290965634861,75.98428716676122,3.897427489059032,91.2,9,1
39.73451911253606,58.36152085027979,1.2652290831191892,5.9,9,1
32.541066561241365,55.24972667669209,2.660139614284733,8.0,9,1
